,k,obs_mean,obs_max,obs_min,10_myr,20_myr,30_myr,40_myr,50_myr,60_myr,70_myr,80_myr
10,0.01649,0.15677777777777777,0.16844444444444442,0.14344444444444443,0.07771864506681593,0.1043861149467444,0.16989708180043364,0.17871124546350797,0.15505843281890908,0.14096421930376063,0.1271884363803352,0.11398520895822906
11,0.01815,0.1537777777777778,0.16455555555555554,0.14122222222222222,0.087926958777724,0.12235279709705053,0.19204655663228734,0.1968733536320465,0.17206078615861034,0.15806283874337435,0.13522550680111772,0.11903869277790702
12,0.01998,0.14933333333333335,0.15855555555555553,0.1378888888888889,0.09803073588242674,0.14381176401393309,0.2121794523537495,0.21434930537732164,0.19069673333110473,0.17535717865112183,0.1428543269049072,0.1237127611797932
13,0.022,0.144,0.15266666666666667,0.13355555555555557,0.10767351814397781,0.167795010775553,0.22903519165207945,0.22980783918719955,0.20863643651010025,0.19151575848615102,0.15058844219871176,0.12862876285231023
14,0.02422,0.13822222222222222,0.14566666666666667,0.12833333333333333,0.11649871865072832,0.19272317845619422,0.24158417937574886,0.2419147816147137,0.22356023541745984,0.20529121862584954,0.15875384832729464,0.1342787962488802
15,0.02666,0.13244444444444445,0.13944444444444445,0.12377777777777778,0.12436244290148862,0.21682932670538066,0.2495421136536828,0.24991105251465337,0.23394402603493994,0.21592912997574149,0.16743557313536903,0.14092763123661856
16,0.02935,0.127,0.1328888888888889,0.11988888888888889,0.1312393824051089,0.2383923850880497,0.25332205378367223,0.25350064469226113,0.2391022689332383,0.22311212476687683,0.1763126817498179,0.14840429032614338
17,0.03231,0.12211111111111111,0.12733333333333333,0.11666666666666667,0.13709977835119427,0.25585387458234465,0.2536558239958782,0.25269464055514823,0.2390512384827031,0.22680621199587075,0.1846616297172522,0.15604962791877283
18,0.03557,0.11766666666666667,0.123,0.11244444444444444,0.1421192499410689,0.2683226082738291,0.2515415295393035,0.24806525653738506,0.23457911868338693,0.22737214636298717,0.1917524643831722,0.16308782959068646
19,0.03916,0.11377777777777778,0.11833333333333333,0.10926666666666666,0.14643990240617027,0.2753986094675874,0.24762495694244496,0.24029867091582732,0.22672067335577337,0.22524244787589637,0.1968940826698155,0.16870262207935538
20,0.04311,0.11046666666666667,0.11466666666666667,0.10637777777777777,0.15042215166898892,0.27741796552402953,0.24251993898640534,0.2304541652541857,0.21684154847286932,0.22111827862833405,0.1997685639377431,0.17241000396870323
21,0.04746,0.10757777777777777,0.11144444444444444,0.1039111111111111,0.15437747228076423,0.2749309541273908,0.23634686750433184,0.21931966978430903,0.20596029139552646,0.21552678336788778,0.20024179016678373,0.1739073909673762
22,0.05224,0.10503333333333334,0.10867777777777778,0.10164444444444445,0.1587814257869926,0.2688647584783975,0.2292778009522372,0.20770306480768272,0.19499213580084823,0.2089970521809048,0.1984504698948433,0.17322895351686185
23,0.05751,0.10268888888888889,0.10625555555555555,0.09905555555555556,0.1642468352551435,0.2606090508282567,0.22168065269808,0.19643034930715259,0.18475720348929275,0.20208823329597758,0.19484644089743552,0.17080183941712096
24,0.06332,0.10046666666666666,0.10388888888888889,0.09684444444444444,0.17084102158867348,0.251042313726313,0.21348754819993618,0.18561020194716035,0.17531097636868306,0.19476570716092714,0.18961670575176748,0.166907382500727
25,0.0697,0.09835555555555556,0.10188888888888889,0.09503333333333333,0.17829558322392625,0.24114510683661325,0.2048310988827324,0.17538089207696814,0.1666922337906043,0.18707335443100787,0.18310830191130625,0.16196469678524186
26,0.07674,0.09634444444444444,0.10003333333333334,0.09286666666666667,0.1861942614265743,0.23199753598290834,0.19610858200958978,0.16602246170389437,0.15904439363421802,0.17929819250111514,0.17593677803057808,0.15657141100016198
27,0.08448,0.09446666666666666,0.09828888888888888,0.09052222222222223,0.19358851433186047,0.22349741373369067,0.1871136802472174,0.15715325939131847,0.1519021064673964,0.1712407655965474,0.16821667005525168,0.15077659247388767
28,0.093,0.09277777777777778,0.09706666666666666,0.0883,0.1998837371399345,0.215618818139365,0.17794187950979423,0.14871258546309912,0.1451127657601805,0.16301474942285368,0.1602571649735876,0.14475757802681347
29,0.1024,0.09134444444444444,0.09646666666666666,0.08595555555555555,0.20478132010405478,0.20812198549926736,0.168679566718913,0.1406465757400192,0.13856101513601404,0.15472745258075052,0.15227398695569866,0.13861445731838173
30,0.1127,0.09034444444444445,0.09691111111111111,0.0837,0.20821255247765935,0.20075300092666407,0.15947364409890463,0.13296886100573682,0.13222533941690898,0.14652266426397959,0.14444783072825543,0.13244558192229777
31,0.1241,0.09,0.09793333333333333,0.08168888888888888,0.21071595833242496,0.1937644112662957,0.15079582016654036,0.1259908925053854,0.12641455218097636,0.1388146342418165,0.1371928007535689,0.12662149818824633
32,0.1366,0.09067777777777777,0.10077777777777779,0.07952222222222222,0.2115000934430969,0.18630004000168293,0.1423674771637911,0.11943835234177498,0.12086174530850377,0.1313530670676034,0.13024371083750755,0.12086864358362662
33,0.1504,0.09267777777777778,0.10581111111111112,0.0773,0.2122842285537688,0.17883566873707016,0.13393913416104186,0.11288581217816457,0.11530893843603117,0.12389149989339035,0.12329462092144619,0.11511578897900691
34,0.1656,0.09621111111111111,0.11399999999999999,0.07478888888888889,0.21186149071784285,0.17138747638733218,0.12622743637554468,0.10706153439747974,0.11034436870670643,0.1171010069364303,0.11701338864823219,0.1098477850982217
35,0.1823,0.10111111111111111,0.12466666666666668,0.07103333333333334,0.21048127693109983,0.16387251587536744,0.11887019962139127,0.10157804495284632,0.10562826788586323,0.11067617998006633,0.11106162491327537,0.10482948720120336
36,0.2006,0.10671111111111112,0.13877777777777778,0.06071111111111111,0.20809949698627722,0.15637403689642343,0.11185380677498893,0.09640142809790933,0.10110622391354522,0.10463236687297081,0.10544515371198639,0.10006456181662292
37,0.2209,0.11166666666666666,0.15566666666666665,0.03111111111111111,0.20464510601307073,0.14884523314567086,0.10504922711540014,0.09141091363881688,0.09664546536495634,0.0988806882941816,0.1000857387611226,0.09547050461614774
38,0.2432,0.11377777777777778,0.17744444444444443,0.0,0.2007411404671198,0.14187534944877092,0.098853726266244,0.08689860630016348,0.09250770238907609,0.09378710516228922,0.09534614533692715,0.09135972772962446
39,0.2677,0.10782222222222224,0.20188888888888887,0.0,0.1956182075609615,0.1346640153349405,0.09260979286201847,0.08231100846264267,0.08816265993176892,0.0887521839559259,0.09066425492974681,0.08719516916266144
40,0.2947,0.08331111111111111,0.23244444444444443,0.0,0.18975269144181314,0.12750203847926928,0.08652427454401225,0.07780025981882831,0.08375540069665256,0.08394339483724875,0.08620756379688818,0.08312111333600346
41,0.3244,0.0,0.28144444444444444,0.0,0.18389162981924,0.12082163411811524,0.08092463468038083,0.07362182835347163,0.07954864738256176,0.07961782500695347,0.08221641676934839,0.07936633434195689
42,0.3572,0.0,0.3567777777777778,0.0,0.1772906462563814,0.11393331822038816,0.07530630971906972,0.0693611500066022,0.07514647853334674,0.07528641268105375,0.07820641020014164,0.07549176379514881
